Source,WORD,AoA (Yrs),AoA (100-700),IMG,FAM,Length (Letters),,,,,,,,,
GL,odour,NA,454,556,454,5,,,,,,,,,
GL,offal,NA,276,402,276,5,,,,,,,,,
BN,offend,7.50,461,283,536,6,,,,,,,,,
BN,office,6.20,367,612,551,6,,,,,,,,,
GL,offshoot,NA,329,335,329,8,,,,,,,,,
GL,oil,NA,548,573,548,3,,,,,,,,,
GL,olive,NA,444,578,444,5,,,,,,,,,
GL,omen,NA,394,413,394,4,,,,,,,,,
BN,omit,9.70,597,250,452,4,,,,,,,,,
GL,onion,NA,550,617,550,5,,,,,,,,,
GL,onslaught,NA,338,374,338,9,,,,,,,,,
GL,opening,NA,542,462,542,7,,,,,,,,,
GL,opportunity,NA,567,335,567,11,,,,,,,,,
BN,oppose,8.40,511,246,475,6,,,,,,,,,
GL,opposition,NA,483,359,483,10,,,,,,,,,
GL,optimism,NA,500,418,500,8,,,,,,,,,
BN,option,6.90,420,243,574,6,,,,,,,,,
GL,orange,NA,567,626,567,6,,,,,,,,,
BN,orbit,8.30,518,392,432,5,,,,,,,,,
BN,orchard,6.70,400,545,427,7,,,,,,,,,
BN,ordain,10.10,616,230,378,6,,,,,,,,,
BN,ordeal,8.30,512,196,487,6,,,,,,,,,
GL,order,NA,570,352,570,5,,,,,,,,,
GL,organ,NA,510,576,510,5,,,,,,,,,
GL,origin,NA,537,306,537,6,,,,,,,,,
GL,originality,NA,488,335,488,11,,,,,,,,,
GL,ornament,NA,460,594,460,8,,,,,,,,,
GL,oscillation,NA,330,440,330,11,,,,,,,,,
GL,ostentation,NA,294,280,294,11,,,,,,,,,
BN,other,5.20,289,105,652,5,,,,,,,,,
GL,otter,NA,391,572,391,5,,,,,,,,,
BN,ounce,7.10,437,260,462,5,,,,,,,,,
GL,outbreak,NA,471,359,471,8,,,,,,,,,
BN,outcome,8.00,473,209,488,7,,,,,,,,,
GL,outfit,NA,489,487,489,6,,,,,,,,,
GL,outhouse,NA,378,494,378,8,,,,,,,,,
BN,outlook,8.10,505,266,514,7,,,,,,,,,
GL,outpost,NA,368,378,368,7,,,,,,,,,
BN,output,8.30,491,111,488,6,,,,,,,,,
GL,outset,NA,394,270,394,6,,,,,,,,,
BN,oval,6.40,352,535,435,4,,,,,,,,,
GL,oven,NA,577,599,577,4,,,,,,,,,
GL,overcoat,NA,441,552,441,8,,,,,,,,,
GL,overlap,NA,472,399,472,7,,,,,,,,,
GL,overproduction,NA,348,316,348,14,,,,,,,,,
GL,overshoe,NA,251,378,251,8,,,,,,,,,
BN,overt,10.90,674,100,434,5,,,,,,,,,
GL,overtone,NA,381,268,381,8,,,,,,,,,
GL,owl,NA,477,595,477,3,,,,,,,,,
GL,ox,NA,364,548,364,2,,,,,,,,,
BN,oyster,7.80,473,615,426,6,,,,,,,,,
BN,pack,5.90,361,404,572,4,,,,,,,,,
GL,package,NA,497,529,497,7,,,,,,,,,
BN,packet,5.30,298,495,611,6,,,,,,,,,
GL,pact,NA,361,364,361,4,,,,,,,,,
GL,page,NA,603,555,603,4,,,,,,,,,
BN,pain,4.70,252,390,562,4,,,,,,,,,
BN,painful,5.00,269,345,557,7,,,,,,,,,
GL,painting,NA,527,602,527,8,,,,,,,,,
BN,pair,4.90,256,433,592,4,,,,,,,,,
BN,paisley,10.20,616,408,382,7,,,,,,,,,
GL,palace,NA,462,612,462,6,,,,,,,,,
BN,pale,5.90,330,436,540,4,,,,,,,,,
GL,palette,NA,301,437,301,7,,,,,,,,,
BN,pallet,8.90,546,425,395,6,,,,,,,,,
GL,palm,NA,515,555,515,4,,,,,,,,,
GL,pampas,NA,252,410,252,6,,,,,,,,,
GL,pancreas,NA,396,453,396,8,,,,,,,,,
BN,panic,6.50,380,395,558,5,,,,,,,,,
GL,panoply,NA,194,213,194,7,,,,,,,,,
GL,paper,NA,635,590,635,5,,,,,,,,,
BN,parade,6.50,380,543,464,6,,,,,,,,,
GL,paradise,NA,414,516,414,8,,,,,,,,,
GL,parallelism,NA,275,324,275,11,,,,,,,,,
BN,parcel,5.00,286,606,548,6,,,,,,,,,
GL,pardon,NA,532,355,532,6,,,,,,,,,
BN,parish,8.00,485,396,380,6,,,,,,,,,
BN,park,4.20,233,607,582,4,,,,,,,,,
GL,park,NA,571,573,571,4,,,,,,,,,
BN,parka,9.80,595,438,393,5,,,,,,,,,
GL,parliament,NA,511,475,511,10,,,,,,,,,
BN,parlour,7.70,460,403,404,7,,,,,,,,,
BN,parole,10.80,647,274,429,6,,,,,,,,,
GL,part,NA,579,340,579,4,,,,,,,,,
GL,participant,NA,430,370,430,11,,,,,,,,,
GL,partner,NA,555,513,555,7,,,,,,,,,
GL,passage,NA,525,525,525,7,,,,,,,,,
GL,passenger,NA,543,529,543,9,,,,,,,,,
BN,passion,9.10,551,396,510,7,,,,,,,,,
BN,passive,9.00,533,217,485,7,,,,,,,,,
GL,paste,NA,504,529,504,5,,,,,,,,,
BN,pastry,6.00,339,593,501,6,,,,,,,,,
GL,pasture,NA,414,562,414,7,,,,,,,,,
BN,patch,6.00,356,475,484,5,,,,,,,,,
BN,path,5.00,269,580,565,4,,,,,,,,,
GL,patience,NA,533,363,533,8,,,,,,,,,
GL,patient,NA,538,526,538,7,,,,,,,,,
BN,patrol,7.90,485,339,439,6,,,,,,,,,
BN,patron,9.90,594,256,405,6,,,,,,,,,
GL,pattern,NA,555,453,555,7,,,,,,,,,
BN,pause,6.50,361,359,539,5,,,,,,,,,
GL,pause,NA,517,347,517,5,,,,,,,,,
BN,payment,7.30,387,446,554,7,,,,,,,,,
GL,payment,NA,527,472,527,7,,,,,,,,,
BN,payroll,10.00,614,325,456,7,,,,,,,,,
BN,peace,6.00,352,390,551,5,,,,,,,,,
GL,peach,NA,536,613,536,5,,,,,,,,,
BN,peak,6.80,407,493,490,4,,,,,,,,,
BN,pearl,6.00,338,602,447,5,,,,,,,,,
GL,peasant,NA,422,540,422,7,,,,,,,,,
BN,pebble,5.20,283,625,498,6,,,,,,,,,
GL,peck,NA,471,494,471,4,,,,,,,,,
GL,pedal,NA,512,556,512,5,,,,,,,,,
BN,peddle,6.10,361,478,462,6,,,,,,,,,
BN,peel,5.20,283,475,540,4,,,,,,,,,
GL,peep,NA,418,437,418,4,,,,,,,,,
BN,peer,9.00,539,311,485,4,,,,,,,,,
GL,pelt,NA,371,517,371,4,,,,,,,,,
BN,pelvis,9.30,574,516,442,6,,,,,,,,,
BN,pence,5.20,303,481,649,5,,,,,,,,,
GL,pencil,NA,598,607,598,6,,,,,,,,,
GL,pendulum,NA,407,605,407,8,,,,,,,,,
GL,penny,NA,613,609,613,5,,,,,,,,,
GL,people,NA,628,548,628,6,,,,,,,,,
GL,pepper,NA,554,587,554,6,,,,,,,,,
BN,percent,8.20,484,299,549,7,,,,,,,,,
GL,perch,NA,396,462,396,5,,,,,,,,,
GL,perdition,NA,222,180,222,9,,,,,,,,,
BN,perform,6.20,352,299,527,7,,,,,,,,,
GL,performance,NA,530,453,530,11,,,,,,,,,
GL,period,NA,573,429,573,6,,,,,,,,,
BN,perky,8.40,519,372,456,5,,,,,,,,,
GL,permit,NA,516,388,516,6,,,,,,,,,
GL,perpetrator,NA,307,272,307,11,,,,,,,,,
GL,persecution,NA,423,416,423,11,,,,,,,,,
BN,persist,8.30,495,205,490,7,,,,,,,,,
GL,personality,NA,575,405,575,11,,,,,,,,,
GL,personnel,NA,482,375,482,9,,,,,,,,,
GL,perturbation,NA,255,232,255,12,,,,,,,,,
GL,pest,NA,482,445,482,4,,,,,,,,,
BN,pester,6.90,387,257,438,6,,,,,,,,,
GL,pet,NA,541,589,541,3,,,,,,,,,
BN,petrol,6.00,353,546,572,6,,,,,,,,,
BN,petty,8.40,525,230,510,5,,,,,,,,,
GL,pew,NA,394,531,394,3,,,,,,,,,
GL,phaeton,NA,132,221,132,7,,,,,,,,,
BN,phase,8.00,484,160,506,5,,,,,,,,,
GL,phial,NA,273,394,273,5,,,,,,,,,
GL,philology,NA,183,162,183,9,,,,,,,,,
GL,philosophy,NA,491,348,491,10,,,,,,,,,
BN,phone,4.50,248,644,670,5,,,,,,,,,
BN,phoney,9.10,561,195,422,6,,,,,,,,,
BN,photo,5.00,268,640,594,5,,,,,,,,,
GL,photograph,NA,551,618,551,10,,,,,,,,,
GL,physician,NA,472,572,472,9,,,,,,,,,
GL,piano,NA,545,630,545,5,,,,,,,,,
BN,pick,4.80,256,331,588,4,,,,,,,,,
BN,picket,9.20,564,303,391,6,,,,,,,,,
GL,picture,NA,597,581,597,7,,,,,,,,,
BN,pier,7.30,420,550,433,4,,,,,,,,,
GL,pig,NA,509,635,509,3,,,,,,,,,
GL,pigeon,NA,499,610,499,6,,,,,,,,,
BN,pike,8.20,492,334,418,4,,,,,,,,,
BN,pile,5.40,298,500,548,4,,,,,,,,,
BN,pill,5.90,341,624,569,4,,,,,,,,,
GL,pillow,NA,602,624,602,6,,,,,,,,,
GL,pin,NA,524,576,524,3,,,,,,,,,
BN,pine,6.80,394,478,462,4,,,,,,,,,
BN,pint,7.30,433,624,610,4,,,,,,,,,
GL,pioneer,NA,346,416,346,7,,,,,,,,,
BN,pipe,5.60,322,617,461,4,,,,,,,,,
GL,piping,NA,451,491,451,6,,,,,,,,,
BN,pistol,6.50,374,640,442,6,,,,,,,,,
GL,pit,NA,493,589,493,3,,,,,,,,,
BN,pitch,7.00,413,408,468,5,,,,,,,,,
BN,pity,7.40,382,346,513,4,,,,,,,,,
GL,pity,NA,516,391,516,4,,,,,,,,,
GL,place,NA,612,377,612,5,,,,,,,,,
GL,plain,NA,551,463,551,5,,,,,,,,,
GL,planet,NA,457,578,457,6,,,,,,,,,
BN,plant,4.10,206,617,566,5,,,,,,,,,
BN,plasma,11.70,700,329,472,6,,,,,,,,,
BN,plate,4.20,227,596,629,5,,,,,,,,,
GL,platform,NA,498,529,498,8,,,,,,,,,
BN,platter,8.80,544,478,412,7,,,,,,,,,
GL,play,NA,586,498,586,4,,,,,,,,,
GL,plaza,NA,228,351,228,5,,,,,,,,,
BN,plea,8.80,553,222,451,4,,,,,,,,,
BN,plead,7.90,488,265,476,5,,,,,,,,,
GL,pleasure,NA,583,511,583,8,,,,,,,,,
BN,pledge,8.70,533,220,421,6,,,,,,,,,
GL,plenipotentiary,NA,128,129,128,15,,,,,,,,,
BN,plight,10.00,620,226,389,6,,,,,,,,,
GL,plot,NA,515,420,515,4,,,,,,,,,
BN,plough,6.70,392,525,434,6,,,,,,,,,
BN,ploy,9.00,554,209,424,4,,,,,,,,,
GL,plug,NA,575,583,575,4,,,,,,,,,
BN,plump,7.00,415,500,445,5,,,,,,,,,
GL,plunge,NA,441,548,441,6,,,,,,,,,
BN,plural,8.50,508,218,492,6,,,,,,,,,
BN,poacher,8.10,485,453,411,7,,,,,,,,,
GL,pocket,NA,590,558,590,6,,,,,,,,,
GL,poetry,NA,512,486,512,6,,,,,,,,,
BN,poison,5.90,327,584,459,6,,,,,,,,,
GL,poison,NA,504,513,504,6,,,,,,,,,
BN,poker,7.80,472,530,464,5,,,,,,,,,
BN,polar,8.50,523,418,419,5,,,,,,,,,
BN,pole,5.40,302,482,468,4,,,,,,,,,
BN,polish,6.40,341,533,490,6,,,,,,,,,
GL,polish,NA,485,494,485,6,,,,,,,,,
BN,polite,4.70,252,256,551,6,,,,,,,,,
GL,politician,NA,556,507,556,10,,,,,,,,,
GL,polka,NA,281,475,281,5,,,,,,,,,
BN,poll,8.60,539,280,447,4,,,,,,,,,
GL,polyp,NA,185,235,185,5,,,,,,,,,
GL,pond,NA,506,599,506,4,,,,,,,,,
BN,pony,3.90,197,632,477,4,,,,,,,,,
BN,poodle,6.20,366,578,439,6,,,,,,,,,
GL,pool,NA,541,577,541,4,,,,,,,,,
BN,pope,7.00,407,566,428,4,,,,,,,,,
GL,population,NA,543,391,543,10,,,,,,,,,
GL,porch,NA,455,586,455,5,,,,,,,,,
BN,pork,5.00,275,541,524,4,,,,,,,,,
GL,port,NA,481,546,481,4,,,,,,,,,
BN,porter,8.80,539,483,503,6,,,,,,,,,
GL,portion,NA,507,399,507,7,,,,,,,,,
BN,pose,7.30,426,364,456,4,,,,,,,,,
GL,position,NA,559,346,559,8,,,,,,,,,
BN,possess,8.00,487,248,518,7,,,,,,,,,
GL,possession,NA,512,410,512,10,,,,,,,,,
BN,post,5.00,277,607,606,4,,,,,,,,,
GL,post,NA,586,518,586,4,,,,,,,,,
BN,posture,7.70,460,433,469,7,,,,,,,,,
BN,posy,7.20,413,343,397,4,,,,,,,,,
GL,pot,NA,577,598,577,3,,,,,,,,,
GL,potato,NA,612,617,612,6,,,,,,,,,
BN,potent,8.90,546,184,459,6,,,,,,,,,
GL,pouch,NA,373,513,373,5,,,,,,,,,
BN,poultry,8.20,498,438,453,7,,,,,,,,,
BN,pound,5.10,277,584,652,5,,,,,,,,,
GL,pound,NA,618,553,618,5,,,,,,,,,
GL,practical,NA,585,358,585,9,,,,,,,,,
GL,prairie,NA,416,569,416,7,,,,,,,,,
BN,pram,3.90,197,612,452,4,,,,,,,,,
BN,pray,4.70,243,502,471,4,,,,,,,,,
GL,prayer,NA,507,492,507,6,,,,,,,,,
GL,precaution,NA,477,367,477,10,,,,,,,,,
GL,precipitate,NA,429,426,429,11,,,,,,,,,
BN,precise,8.00,472,246,514,7,,,,,,,,,
GL,precursor,NA,270,205,270,9,,,,,,,,,
BN,preface,10.80,700,245,434,7,,,,,,,,,
GL,preference,NA,519,281,519,10,,,,,,,,,
GL,prelude,NA,383,340,383,7,,,,,,,,,
BN,premium,9.20,567,205,463,7,,,,,,,,,
GL,preparation,NA,532,313,532,11,,,,,,,,,
GL,presence,NA,514,339,514,8,,,,,,,,,
GL,president,NA,538,572,538,9,,,,,,,,,
GL,pressure,NA,544,446,544,8,,,,,,,,,
GL,pretence,NA,453,307,453,8,,,,,,,,,
BN,pretzel,8.90,546,602,441,7,,,,,,,,,
BN,prevent,7.80,460,200,539,7,,,,,,,,,
BN,preview,8.20,485,282,510,7,,,,,,,,,
GL,prey,NA,443,500,443,4,,,,,,,,,
BN,pride,7.60,461,283,502,5,,,,,,,,,
GL,priest,NA,484,568,484,6,,,,,,,,,
BN,primal,10.90,667,209,405,6,,,,,,,,,
GL,primary,NA,497,367,497,7,,,,,,,,,
BN,prime,8.10,493,209,454,5,,,,,,,,,
BN,prince,4.40,232,590,457,6,,,,,,,,,
GL,principal,NA,491,402,491,9,,,,,,,,,
GL,principle,NA,496,305,496,9,,,,,,,,,
BN,print,6.60,387,498,592,5,,,,,,,,,
BN,prior,8.60,532,145,488,5,,,,,,,,,
BN,prison,5.90,326,554,506,6,,,,,,,,,
GL,prisoner,NA,485,565,485,8,,,,,,,,,
BN,privy,10.90,675,191,376,5,,,,,,,,,
BN,prize,4.60,252,507,510,5,,,,,,,,,
BN,probe,8.80,544,331,423,5,,,,,,,,,
GL,problem,NA,596,411,596,7,,,,,,,,,
GL,procession,NA,462,534,462,10,,,,,,,,,
GL,produce,NA,534,396,534,7,,,,,,,,,
GL,production,NA,545,347,545,10,,,,,,,,,
GL,professional,NA,520,383,520,12,,,,,,,,,
GL,professor,NA,583,587,583,9,,,,,,,,,
GL,profiteer,NA,333,297,333,9,,,,,,,,,
GL,programme,NA,580,458,580,9,,,,,,,,,
GL,projectile,NA,347,486,347,10,,,,,,,,,
BN,prolong,9.00,539,177,445,7,,,,,,,,,
GL,promenade,NA,382,526,382,9,,,,,,,,,
BN,prone,9.50,605,200,488,5,,,,,,,,,
GL,prong,NA,409,499,409,5,,,,,,,,,
GL,proof,NA,546,339,546,5,,,,,,,,,
BN,prop,7.70,456,251,465,4,,,,,,,,,
BN,proper,6.80,413,213,566,6,,,,,,,,,
GL,property,NA,531,466,531,8,,,,,,,,,
GL,proportion,NA,529,329,529,10,,,,,,,,,
BN,propose,7.70,467,351,504,7,,,,,,,,,
GL,proprietor,NA,423,475,423,10,,,,,,,,,
BN,prose,10.30,626,283,447,5,,,,,,,,,
GL,prosperity,NA,477,436,477,10,,,,,,,,,
GL,protection,NA,519,410,519,10,,,,,,,,,
GL,protest,NA,530,472,530,7,,,,,,,,,
BN,proud,5.40,296,293,523,5,,,,,,,,,
BN,prove,7.00,413,221,572,5,,,,,,,,,
GL,provender,NA,148,162,148,9,,,,,,,,,
BN,provide,7.60,461,214,557,7,,,,,,,,,
GL,provision,NA,453,343,453,9,,,,,,,,,
GL,prow,NA,252,307,252,4,,,,,,,,,
BN,prudent,10.40,654,197,416,7,,,,,,,,,
GL,prune,NA,444,578,444,5,,,,,,,,,
GL,psychologist,NA,556,470,556,12,,,,,,,,,
GL,public,NA,602,448,602,6,,,,,,,,,
GL,puck,NA,281,370,281,4,,,,,,,,,
GL,pugilist,NA,189,264,189,8,,,,,,,,,
BN,pull,4.90,275,348,618,4,,,,,,,,,
BN,pulley,8.70,528,409,402,6,,,,,,,,,
BN,pulpit,7.70,469,426,422,6,,,,,,,,,
BN,pulse,7.60,446,433,486,5,,,,,,,,,
BN,pump,6.30,339,503,500,4,,,,,,,,,
GL,pump,NA,497,556,497,4,,,,,,,,,
BN,punch,5.30,290,607,516,5,,,,,,,,,
GL,punch,NA,483,527,483,5,,,,,,,,,
BN,punish,5.50,306,351,502,6,,,,,,,,,
GL,punishment,NA,515,418,515,10,,,,,,,,,
GL,puppy,NA,522,635,522,5,,,,,,,,,
BN,pure,6.30,359,251,508,4,,,,,,,,,
GL,purpose,NA,572,280,572,7,,,,,,,,,
BN,purse,4.80,247,640,599,5,,,,,,,,,
GL,purser,NA,296,362,296,6,,,,,,,,,
BN,pursue,8.90,540,251,495,6,,,,,,,,,
GL,puzzle,NA,486,510,486,6,,,,,,,,,
GL,pyramid,NA,386,613,386,7,,,,,,,,,
GL,quail,NA,376,505,376,5,,,,,,,,,
GL,quantity,NA,557,349,557,8,,,,,,,,,
BN,quantum,12.40,700,100,391,7,,,,,,,,,
BN,quarry,8.30,498,486,430,6,,,,,,,,,
GL,quarter,NA,569,531,569,7,,,,,,,,,
GL,queen,NA,527,612,527,5,,,,,,,,,
BN,queer,9.40,567,295,460,5,,,,,,,,,
BN,quest,7.30,415,297,415,5,,,,,,,,,
GL,question,NA,588,398,588,8,,,,,,,,,
BN,queue,6.10,345,511,591,5,,,,,,,,,
BN,quibble,9.40,570,218,426,7,,,,,,,,,
BN,quick,4.80,276,335,629,5,,,,,,,,,
GL,quickness,NA,478,372,478,9,,,,,,,,,
GL,quietude,NA,220,286,220,8,,,,,,,,,
BN,quit,6.40,371,275,567,4,,,,,,,,,
GL,quiver,NA,368,505,368,6,,,,,,,,,
BN,rabbi,9.30,587,545,403,5,,,,,,,,,
GL,rabbit,NA,523,611,523,6,,,,,,,,,
BN,racist,9.40,580,395,485,6,,,,,,,,,
BN,rack,6.60,386,485,502,4,,,,,,,,,
GL,racket,NA,486,530,486,6,,,,,,,,,
BN,radiant,8.50,523,362,469,7,,,,,,,,,
GL,radio,NA,644,613,644,5,,,,,,,,,
GL,raid,NA,487,476,487,4,,,,,,,,,
BN,rail,5.20,275,499,530,4,,,,,,,,,
GL,rain,NA,604,618,604,4,,,,,,,,,
BN,rainbow,4.20,206,662,469,7,,,,,,,,,
BN,raisin,4.70,247,635,514,6,,,,,,,,,
GL,rake,NA,476,550,476,4,,,,,,,,,
GL,ranch,NA,379,519,379,5,,,,,,,,,
BN,random,7.80,473,180,595,6,,,,,,,,,
BN,randy,10.70,685,365,486,5,,,,,,,,,
GL,range,NA,515,413,515,5,,,,,,,,,
BN,rank,7.30,440,248,471,4,,,,,,,,,
BN,rare,7.10,407,254,523,4,,,,,,,,,
GL,rarity,NA,373,270,373,6,,,,,,,,,
GL,rate,NA,527,311,527,4,,,,,,,,,
BN,rather,6.20,366,174,647,6,,,,,,,,,
BN,ration,8.50,500,325,421,6,,,,,,,,,
GL,rattle,NA,448,554,448,6,,,,,,,,,
GL,ray,NA,480,556,480,3,,,,,,,,,
BN,razor,6.80,400,575,491,5,,,,,,,,,
BN,react,7.30,426,270,559,5,,,,,,,,,
GL,reaction,NA,533,395,533,8,,,,,,,,,
GL,reality,NA,551,315,551,7,,,,,,,,,
BN,realize,6.30,361,223,604,7,,,,,,,,,
GL,realm,NA,376,324,376,5,,,,,,,,,
BN,rear,6.90,423,367,478,4,,,,,,,,,
GL,reason,NA,601,285,601,6,,,,,,,,,
GL,rebel,NA,448,497,448,5,,,,,,,,,
BN,rebound,8.00,467,300,468,7,,,,,,,,,
GL,receipt,NA,498,432,498,7,,,,,,,,,
BN,recent,6.90,407,205,583,6,,,,,,,,,
GL,receptacle,NA,383,426,383,10,,,,,,,,,
GL,reciprocal,NA,399,278,399,10,,,,,,,,,
GL,reckoning,NA,428,283,428,9,,,,,,,,,
GL,recollection,NA,425,308,425,12,,,,,,,,,
BN,record,6.10,324,584,566,6,,,,,,,,,
GL,record,NA,609,591,609,6,,,,,,,,,
GL,recreant,NA,179,167,179,8,,,,,,,,,
GL,rector,NA,448,494,448,6,,,,,,,,,
GL,redeemer,NA,370,353,370,8,,,,,,,,,
GL,reduction,NA,509,332,509,9,,,,,,,,,
GL,reed,NA,430,520,430,4,,,,,,,,,
BN,reef,8.50,520,485,499,4,,,,,,,,,
BN,reel,7.10,400,376,429,4,,,,,,,,,
BN,refill,7.00,407,381,512,6,,,,,,,,,
GL,refinement,NA,436,375,436,10,,,,,,,,,
GL,reformation,NA,349,280,349,11,,,,,,,,,
GL,refuse,NA,518,419,518,6,,,,,,,,,
GL,regency,NA,373,316,373,7,,,,,,,,,
BN,reggae,10.90,665,511,468,6,,,,,,,,,
BN,regime,10.20,623,184,463,6,,,,,,,,,
BN,region,8.00,491,287,488,6,,,,,,,,,
GL,register,NA,471,483,471,8,,,,,,,,,
GL,regret,NA,529,359,529,6,,,,,,,,,
GL,reign,NA,433,382,433,5,,,,,,,,,
GL,rein,NA,440,478,440,4,,,,,,,,,
BN,relate,7.70,473,226,537,6,,,,,,,,,
GL,relation,NA,585,451,585,8,,,,,,,,,
GL,relaxation,NA,501,494,501,10,,,,,,,,,
BN,relay,7.10,413,319,469,5,,,,,,,,,
BN,release,6.70,400,269,543,7,,,,,,,,,
BN,relic,9.30,587,386,398,5,,,,,,,,,
GL,relief,NA,551,432,551,6,,,,,,,,,
BN,relish,8.70,533,295,647,6,,,,,,,,,
GL,remark,NA,558,321,558,6,,,,,,,,,
GL,remedy,NA,480,370,480,6,,,,,,,,,
GL,remittance,NA,388,337,388,10,,,,,,,,,
BN,remote,7.40,433,382,553,6,,,,,,,,,
GL,removal,NA,498,391,498,7,,,,,,,,,
GL,rendezvous,NA,390,477,390,10,,,,,,,,,
BN,rent,7.70,417,389,516,4,,,,,,,,,
GL,rent,NA,547,469,547,4,,,,,,,,,
GL,repair,NA,543,440,543,6,,,,,,,,,
GL,repeat,NA,602,351,602,6,,,,,,,,,
BN,repel,8.50,511,262,476,5,,,,,,,,,
GL,report,NA,590,411,590,6,,,,,,,,,
GL,representative,NA,511,380,511,14,,,,,,,,,
GL,reprisal,NA,395,294,395,8,,,,,,,,,
GL,republic,NA,458,356,458,8,,,,,,,,,
GL,reputation,NA,492,343,492,10,,,,,,,,,
BN,request,7.40,442,154,527,7,,,,,,,,,
GL,rescue,NA,532,456,532,6,,,,,,,,,
BN,resent,9.10,538,242,476,6,,,,,,,,,
GL,resentment,NA,440,352,440,10,,,,,,,,,
BN,reserve,7.40,454,214,526,7,,,,,,,,,
BN,reset,7.70,456,166,520,5,,,,,,,,,
BN,resign,8.70,520,239,453,6,,,,,,,,,
GL,resistance,NA,540,416,540,10,,,,,,,,,
GL,resolution,NA,433,316,433,10,,,,,,,,,
BN,resort,7.40,446,369,469,6,,,,,,,,,
GL,respect,NA,571,343,571,7,,,,,,,,,
GL,responsibility,NA,532,294,532,14,,,,,,,,,
GL,rest,NA,590,396,590,4,,,,,,,,,
BN,restore,8.30,512,178,488,7,,,,,,,,,
GL,result,NA,623,324,623,6,,,,,,,,,
GL,resumption,NA,372,264,372,10,,,,,,,,,
GL,retention,NA,399,316,399,9,,,,,,,,,
GL,retreat,NA,479,408,479,7,,,,,,,,,
GL,revenge,NA,489,429,489,7,,,,,,,,,
GL,revenue,NA,401,330,401,7,,,,,,,,,
BN,reverse,6.50,380,376,532,7,,,,,,,,,
GL,review,NA,496,345,496,6,,,,,,,,,
BN,revoke,10.20,626,217,395,6,,,,,,,,,
GL,revolution,NA,477,513,477,10,,,,,,,,,
BN,reward,5.90,321,413,516,6,,,,,,,,,
GL,reward,NA,525,453,525,6,,,,,,,,,
GL,rhapsody,NA,321,409,321,8,,,,,,,,,
GL,rhyme,NA,480,475,480,5,,,,,,,,,
BN,rhythm,6.50,386,300,516,6,,,,,,,,,
GL,ribbon,NA,480,563,480,6,,,,,,,,,
BN,rice,4.90,268,622,584,4,,,,,,,,,
GL,rick,NA,223,275,223,4,,,,,,,,,
BN,ride,4.30,223,482,562,4,,,,,,,,,
GL,ridge,NA,430,543,430,5,,,,,,,,,
GL,rifle,NA,477,581,477,5,,,,,,,,,
GL,rigidity,NA,394,432,394,8,,,,,,,,,
GL,ring,NA,589,601,589,4,,,,,,,,,
GL,riot,NA,490,548,490,4,,,,,,,,,
BN,ripe,5.70,314,436,506,4,,,,,,,,,
GL,risk,NA,517,405,517,4,,,,,,,,,
BN,river,4.20,214,608,525,5,,,,,,,,,
BN,roach,10.50,648,365,385,5,,,,,,,,,
GL,road,NA,604,609,604,4,,,,,,,,,
GL,roar,NA,471,526,471,4,,,,,,,,,
BN,robe,6.40,359,566,491,4,,,,,,,,,
GL,robin,NA,487,615,487,5,,,,,,,,,
BN,rock,4.30,223,583,551,4,,,,,,,,,
GL,rod,NA,504,549,504,3,,,,,,,,,
GL,rogue,NA,378,478,378,5,,,,,,,,,
BN,roll,4.60,236,514,525,4,,,,,,,,,
GL,romance,NA,517,551,517,7,,,,,,,,,
GL,room,NA,627,545,627,4,,,,,,,,,
BN,root,5.60,322,539,457,4,,,,,,,,,
GL,rope,NA,539,596,539,4,,,,,,,,,
GL,rosebud,NA,369,586,369,7,,,,,,,,,
GL,rotation,NA,470,448,470,8,,,,,,,,,
BN,rough,5.40,299,343,555,5,,,,,,,,,
GL,route,NA,515,447,515,5,,,,,,,,,
GL,rubber,NA,547,599,547,6,,,,,,,,,
GL,ruby,NA,445,562,445,4,,,,,,,,,
BN,rude,5.20,275,293,606,4,,,,,,,,,
BN,ruffle,7.60,452,380,447,6,,,,,,,,,
GL,rug,NA,557,591,557,3,,,,,,,,,
BN,ruin,6.80,392,376,527,4,,,,,,,,,
GL,ruler,NA,571,543,571,5,,,,,,,,,
GL,rumour,NA,503,353,503,6,,,,,,,,,
GL,rung,NA,423,480,423,4,,,,,,,,,
BN,rupee,9.80,603,269,382,5,,,,,,,,,
BN,rural,8.40,513,438,499,5,,,,,,,,,
GL,rust,NA,484,547,484,4,,,,,,,,,
GL,rye,NA,388,459,388,3,,,,,,,,,
BN,sack,5.40,305,555,471,4,,,,,,,,,
GL,saddle,NA,436,578,436,6,,,,,,,,,
BN,safe,4.90,259,274,569,4,,,,,,,,,
GL,safety,NA,556,397,556,6,,,,,,,,,
GL,saga,NA,388,345,388,4,,,,,,,,,
BN,sail,5.20,295,599,454,4,,,,,,,,,
BN,saint,6.80,394,421,429,5,,,,,,,,,
GL,salad,NA,554,623,554,5,,,,,,,,,
GL,salary,NA,527,452,527,6,,,,,,,,,
BN,sale,6.50,376,446,572,4,,,,,,,,,
BN,saloon,8.10,498,555,384,6,,,,,,,,,
GL,salt,NA,612,570,612,4,,,,,,,,,
GL,saltpetre,NA,210,283,210,9,,,,,,,,,
BN,salute,7.00,414,559,417,6,,,,,,,,,
BN,salvage,8.30,500,300,438,7,,,,,,,,,
